fnames,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19
DKFZP586I1420,195.8286,131.3583,116.389,247.9191,229.6885,118.1208,157.7519,154.0844,140.2578,133.1861,222.9299,156.8977,158.9459,307.3928,226.1941,279.4536,229.1641,218.7945,275.2613,174.3472
DKFZp686A1627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKFZP686I15217,67.0216,37.347,29.1801,79.2097,31.1546,31.5436,26.1855,39.9975,35.6331,70.6792,22.1057,27.000999999999998,39.3324,30.8356,29.2758,37.564,43.1758,37.9687,44.9477,13.8249
DKFZp686O24166,23.0387,15.4539,10.2794,19.8622,20.1588,31.8792,123.2636,11.2745,25.019000000000002,316.7311,19.1083,34.6634,16.164,19.2723,21.2635,40.9789,28.941999999999997,31.3242,33.7979,73.7327
DKFZp761E198,768.6535,403.0898,381.3313,691.3497,537.5687,743.9597,530.0974,521.3101,748.2942,966.5378,1211.3151,1412.0789,600.2228,739.0919,769.7997,1047.8088,845.013,1160.4177,1013.2404,1555.6836
DKFZp779M0652,3.1416,0.6439,1.3264,2.3930000000000002,3.6652,21.4765,8.3027,5.1004,13.6467,9.2766,15.7362,10.9463,26.4012,8.6725,8.0123,10.8139,7.5914,6.1699,10.1045,6.5284
DKK1,281.0018,73.7281,124.3472,189.2896,14.661,1191.6107,457.2888,3867.4122,112.2062,0.2209,38.9659,114.2069,121.7687,16.3814,25.5778,31.3034,100.5855,44.1386,29.6167,219.6621
DKK2,42.9357,116.5483,96.825,50.7325,130.7269,78.1879,50.4551,27.6493,58.3776,8.8349,411.39,443.3271,592.6796,285.2297,559.322,598.7479,612.5276,581.87,126.8293,213.1336
DKK3,506.5014,984.2217,3068.5567,3207.3935,1629.1998,1497.3154,1161.1049,495.8083,1006.8234,246.2728,5011.6148,1833.8782,8601.3974,2391.6898,5339.2912,2095.6175,8726.7396,4754.1528,3836.5854,2827.1889
DKK4,0.3491,0.0,0.0,0.0,0.0,110.7383,0.0,0.0,15.9212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6969,0.0
DKKL1,0.6981,21.8931,4.9739,14.3582,4.2761,29.1946,1.916,2.1475,0.7582,22.7499,3.7467,2.5541,4.8492,4.8181,9.245,1.7075,2.3723,8.543,2.7875,4.2243
DLAT,375.6,1508.496,1351.9025,1096.2523,1628.5889,814.6879,1129.81,1294.1214,2166.7929999999997,1270.0166,925.4402,904.9602,966.3371,1118.8232,816.3328,829.2544,772.8951,628.7613,704.5296,826.0369
DLC1,1265.73,1424.6585,645.279,715.2801,4031.7654,590.9396,1742.296,129.1195,715.6937,100.2761,5932.9337,3730.1506,3928.3881,2984.3124,7567.9507,3852.0205,5939.2881,10997.627,6120.5575,5060.6759
DLD,1248.6255,1129.1022,1440.7693,1676.3256,1514.9664,1308.0537,1108.7338,1520.1746,1730.0986,1697.4047,1598.7261,1514.6097,1761.336,1990.8264,1195.9938,1266.3631,1177.1348,1195.0641,1432.4042,1502.3041
DLEC1,235.9717,76.9477,4.3107,29.913,163.1032,5.3691,7.6641,2.1475,12.8886,1.9879,78.6812,220.7514,11.8536,21.1995,132.2034,80.8196,49.8183,10.915999999999999,34.1463,12.6728
DLEU1,31.0673,88.1711,76.3856,164.9404,65.9743,122.5034,71.0778,120.4006,61.2206,102.54,47.0288,39.042,96.9839,99.2522,61.2357,96.1867,62.6287,35.5956,35.8885,19.2012
DLEU2,68.0583,40.9787,51.2974,28.0704,23.0116,39.2785,59.8946,37.1467,55.2312,67.8653,28.3664,44.5443,35.6362,30.3346,29.7935,28.9243,21.92,20.616999999999997,25.1533,27.1621
DLEU2L,7.3305,5.1513,1.3264,4.0682,4.2761,2.6846,1.916,1.8791,0.7582,8.613999999999999,1.8734,1.4595,0.5388,4.8181,1.2327,2.8458,1.8978,2.8477,2.0906,0.384
DLEU7,2.0944,10.3026,6.9634,23.4518,6.7196,6.7114,8.3027,4.5635,16.6793,2.6505,15.3616,15.6898,6.4656,7.7089,5.2388,1.7075,9.4892,5.2207,9.0592,9.2166
DLG1,1073.7412,1157.4312,649.2581,1002.4403,1350.0305,1644.9597,810.4742,884.5091,1491.2813,3185.4003,943.4245,830.0981,910.5714,998.2848,1240.678,800.7968,1062.3156,1067.869,965.5017,833.3333
DLG2,61.7855,59.88399999999999,43.107,176.6065,37.8742,27.1812,43.4297,7.7848,11.3723,5.0801,43.461999999999996,22.2576,42.5652,47.2171,95.5316,75.1281,97.2643,59.8007,99.6516,23.8095
DLG3,1575.0065,1919.8279,1295.5318,1057.7243,1204.0318,1301.0067,797.0621,820.0836,2031.0842,1245.2789,632.4466,496.5993,536.1056,596.477,929.1217,823.5629,857.3489,698.1489999999999,689.8955,538.7865
DLG4,136.518,163.8953,222.4985,289.3426,252.92,104.7047,209.4907,49.9298,111.4708,103.3904,225.1817,214.1945,264.5614,171.5233,402.4777,296.5282,390.4852,447.1429,415.0035,323.7404
DLG5,1132.036,1521.2455,1520.0199,1653.5917,1940.7453,1066.1074,1661.8234,1648.7573,2422.2896,1172.1701,454.4773,442.9622,292.5682,291.975,791.6795,549.2316,770.9972,709.5396,624.3902,570.2765
DLGAP1,27.2275,46.6837,0.3316,42.5961,10.3849,38.9262,0.0,0.5369,37.1494,6.6262,27.3511,12.7707,37.716,21.1995,28.9676,50.6545,5.2191,18.5097,24.3902,41.8587
DLGAP2,0.6981,2.2537,1.3264,19.1443,1.8326,9.396,0.6387,1.0738,0.7582,4.8592,7.1188,4.0137,3.7716,2.8908,8.0123,4.5532,16.6061,4.7461,4.878,3.0722
DLGAP3,45.7282,9.3367,11.9373,11.7259,3.0544,18.4564,6.3867,4.295,19.7119,26.5047,4.8707,2.5541,4.3104,43.3626,1.849,24.4735,5.6935,9.0176,17.77,5.3763
DLGAP4,3220.8744,2498.7061,2959.1312,2273.6287,1549.1753,2879.5302,2200.8622,1509.4370000000001,1623.1994,2074.4339999999997,1380.2922,1487.2439,1693.4473,1066.7206,2204.6225,1628.3438,2308.7215,2483.626,1916.0279,1961.9816
DLGAP5,326.381,80.4892,496.3939,163.2054,33.598,343.6242,1018.0425,374.2051,102.3503,1161.7891,2.9974,22.2576,32.8668,47.2171,25.5778,128.6283,19.9273,7.5937,15.6794,32.2581
DLK1,0.0,657.1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4987,0.0,0.0,0.0,1.5408,26.7501,0.4745,0.4746,1.0453,0.0
DLK2,54.455,9.3367,19.8955,54.8007,7.3305,6.0403,5.1094,4.8319,18.9538,17.2281,25.4777,47.0693,3.7716,2.8908,43.4515,20.4895,9.9637,6.6445,9.0592,5.7604
DLL1,40.4922,56.6644,40.7859,235.4753,156.9945,25.8389,209.4843,13.6904,28.0516,139.3705,219.1832,131.3562,101.8331,118.5245,447.4576,183.8361,166.5354,234.4566,260.9756,127.4962
DLL3,0.0,4.8294,50.0705,8.1363,0.0,6.0403,312.3104,3.7582,0.0,77.968,0.3747,0.0,1.0776,0.0,0.0,0.5692,0.4745,0.4746,0.3484,0.0
DLL4,327.0792,721.1831,638.9787,591.3206,490.5315,350.3356,500.0798,186.2972,957.5436,105.1353,654.1776,498.4237,716.6035,321.8471,1805.8552,675.0142,1334.181,1085.9041,1492.3345,517.6651
DLST,2124.0946,3273.656,3079.4993,2774.0137,2571.1668,3350.3356,7275.1078,2739.6966,1394.2381,2128.106,2571.375,2619.4611,2489.7931,2462.0336,2213.8675,2257.8258,2280.2539,2310.8685,2210.8014,2638.2488
DLX1,2.7926,0.322,0.9948,0.2393,0.0,3.6913,0.0,0.5369,0.7582,1.3252,0.3747,0.3649,0.5388,0.0,0.3082,0.5692,1.4234,0.9492,0.6969,0.0
DLX2,0.6981,0.0,1.6580000000000001,0.0,0.0,2.0134,0.0,0.2684,2.2745,2.2087,0.7493,0.0,0.0,0.0,0.3082,0.5692,0.0,0.0,0.3484,0.384
DLX3,307.8803,619.1228,4.6423,72.0305,147.8314,31.8792,27.4629,5.1004,84.1547,17.8907,14.6122,4.3785,6.4656,9.6361,27.1186,23.9044,26.5698,6.1699,20.9059,16.8971
DLX4,180.8186,137.4755,23.2115,42.5961,110.5681,17.1141,28.1015,40.5344,173.6164,24.7377,33.3458,32.1093,9.6984,23.1267,19.7227,23.3352,16.6061,27.5273,27.1777,27.2657
DLX5,1.7454,1.2878,2.6527,25.3662,3.6652,21.4765,7.6641,6.9794,6.0652,15.6819,1.8734,1.4595,33.9444,0.9636,9.245,10.2447,7.5914,1.4238,18.4669,1.5361
DLX6,18.5007,0.0,7.9582,47.1429,0.6109,24.4966,5.747999999999999,12.8851,0.0,77.968,0.0,0.7298,6.4656,0.0,1.2327,2.8458,0.4745,0.0,1.0453,0.0
DLX6AS,5.5851,0.0,5.6371,13.6403,0.0,6.3758,1.916,7.2479,0.0,32.0265,0.0,0.0,3.7716,0.0,0.6163,0.5692,0.4745,0.0,1.3937,0.0
DMAP1,503.7089,407.5972,307.0546,499.4278,569.945,638.5906,529.4587,387.3586,305.5345,606.5157,484.4511,482.73400000000004,480.0705,316.0654,541.1402,561.1838,508.6209,510.6787,486.4111,395.9293
DMBT1,2185.1820000000002,2665.8017,781.5635,7.897,3131.3378,52.6846,44.0683,36.7763,6555.724,2.8713,1999.6253,2530.7957,5132.0665,12394.0025,2042.2188,20974.9573,5242.3066,18327.0052,33165.8537,15902.8418
DMBX1,291.823,19.9613,4.6423,51.4504,0.6109,7.047000000000001,0.0,1.3422,8.3397,34.677,0.0,0.3649,0.0,0.0,0.6163,0.5692,0.0,0.4746,0.0,0.0
DMC1,6.9814,6.4391,5.3055,31.3488,0.6109,22.1477,16.6055,6.4426,0.7582,120.8172,3.372,3.2839,9.6984,2.8908,7.7042,11.9522,7.1169,2.8477,3.1359,4.2243
DMD,261.1048,162.5881,58.6919,446.0629,401.9548,137.2483,70.8925,92.0749,136.467,509.111,363.43199999999996,406.1095,554.9636,769.9275,580.5855,387.0233,537.0885,420.0285,524.3902,348.6943
DMGDH,121.8256,5.4733,12.9321,3.8289,246.18200000000002,3.3557,2.5547,2.6844,4.5489,287.5759,23.2297,9.4868,21.552,10.5998,15.7165,6.2607,19.4529,10.4414,11.8467,18.0492
DMKN,384.6758,443.0125,1752.7978,115.5839,623.7019,262.4161,59.3965,847.7329,82.6384,59.4147,579.2432,695.4580000000001,581.3648,717.8924,390.755,507.6836,609.2064,424.7746,534.1463,478.8786
DMP1,0.3491,0.0,0.3316,3.5896,0.0,0.0,0.0,1.0738,0.7582,0.4417,0.0,0.0,0.0,0.0,0.0,0.0,0.4745,0.0,0.0,0.384
DMPK,299.8516,178.68599999999998,742.4355,603.0465,381.1851,156.3758,503.9119,694.7222,180.4397,158.3655,696.5155,452.8139,926.7354,238.0126,854.2373,447.3534,532.8184,780.2563,509.4077,391.32099999999997
DMRT1,1.7454,0.6439,0.0,0.7179,0.0,9.396,3.1934,0.2684,0.0,5.5218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384
DMRT2,17.4535,7.082999999999999,2.3211,32.7847,8.5522,21.8121,4.4707,1.3422,2.2745,84.815,24.3537,32.1093,22.0908,15.4178,22.4961,17.6437,6.167999999999999,11.8652,3.8328,6.5284
DMRT3,3.8398,7.082999999999999,0.6632,0.7179,0.0,3.0201,174.3573,0.0,0.0,27.6091,2.6227,10.5815,0.5388,0.0,0.6163,3.4149,2.3723,0.4746,0.3484,0.0
DMRTA1,62.1346,79.2014,67.6449,39.4852,89.7984,71.4765,0.0,35.7025,241.8499,97.6256,67.8157,61.2996,53.3412,70.3438,59.4761,68.8674,58.833,35.121,29.6167,30.721999999999998
DMRTA2,32.1145,92.7235,0.0,1.6751,0.0,0.3356,3.1934,162.6745,0.0,70.9001,1.4987,1.8244,0.0,0.0,0.0,6.2607,1.4234,0.0,1.3937,0.768
DMRTB1,0.0,0.0,0.0,0.2393,0.0,1.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMRTC1,0.0,4.1854,0.0,0.0,51.3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1572,0.0,0.0,0.0,4.5296,0.0
DMRTC1B,3.4907,31.8737,0.9948,0.7179,196.0904,5.3691,11.4961,0.5369,15.9212,0.6626,11.9895,15.3249,11.8536,29.872,13.8675,25.6118,18.0295,25.6289,12.1951,14.5929
DMRTC2,0.0,0.0,0.3316,15.0762,0.0,6.3758,0.0,7.2479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMTF1,921.5603,520.0342,693.6649,771.9258,921.4722,347.0403,548.9446,661.6424,630.1516,586.1491,352.6152,506.1628,317.4123,389.3578,513.8151,502.5953,529.4972,503.5785,456.1254,430.1728
DMWD,365.4769,305.5369,932.1064,543.4597,351.8632,424.8322,499.4412,603.1842,306.2926,357.8134,463.0948,359.0402,471.9885,282.3389,644.9923,499.1463,538.5119,782.6293,652.9617,404.3779
DMXL1,861.1572,545.3947,484.4566,527.905,814.2944,341.2752,356.3787,282.1302,456.4064,375.0414,671.4125,715.1614,559.274,1072.5023,838.2126,758.6796,751.0699,701.9459,706.9686,716.9739
DMXL2,702.33,479.7155,597.8612,1077.5866,795.9682,536.5772,307.20099999999996,812.8357,1289.6133,733.7383,575.8711,1101.2026,428.3457,1262.3343,473.9599,573.7052,678.0031,593.2606,625.784,834.1014
DNA2,111.7026,113.6507,233.7727,97.3968,65.9743,122.8188,283.5702,104.1546,105.3829,189.5086,9.3668,30.2849,19.3968,24.0903,28.9676,44.963,26.0953,25.6289,26.4808,39.5545
DNAH10,127.7598,53.4448,7.9582,30.3916,28.1002,6.3758,3.1934,9.9323,21.2282,19.8785,164.1064,259.0636,36.6384,38.5446,326.0401,138.3039,72.1179,25.1542,64.8084,21.5054
DNAH11,93.90700000000001,46.8994,38.7532,362.8712,91.3317,3.7483,13.6676,226.0048,122.6156,15.0547,71.6411,130.8381,14.8709,15.6298,116.5455,98.2186,52.2238,35.7095,49.4286,37.4962
DNAH12,63.1818,23.8248,6.9634,1.6751,4.887,2.0134,0.0,0.8053,3.0326,0.2209,72.6864,194.4801,7.5432,22.1631,98.3051,62.0376,15.1827,0.0,28.5714,2.6882
DNAH1,239.4624,128.4607,31.1697,124.9168,201.5883,34.2282,40.875,63.6202,222.8961,70.6792,106.4069,217.4675,19.9356,42.398999999999994,210.1695,211.7245,129.5275,112.9568,112.1951,108.679
DNAH14,210.8386,79.2014,135.2897,100.74700000000001,45.2046,228.1879,78.5566,173.949,69.7498,380.5632,20.2323,31.0147,29.0952,20.2359,24.3451,15.3671,23.2485,28.0019,25.784000000000002,24.9616
DNAH17,81.3649,57.9039,31.9721,108.1344,48.25899999999999,63.9564,45.4223,39.7908,18.1956,26.9464,53.2746,75.2343,23.1684,38.5446,47.2049,59.5731,58.3586,68.8182,76.7387,56.97
DNAH2,1057.6839,632.9669,142.2532,476.4546,543.6775,66.1074,297.6209,224.1472,32.6005,53.2303,101.1615,224.4001,12.9312,27.9448,253.0046,151.9636,45.5481,7.1191,77.0035,45.3149
DNAH3,211.1877,94.6553,36.4752,38.0494,106.9029,91.9463,24.2695,49.6614,94.7688,6.6262,53.5781,293.72700000000003,4.8492,16.3814,122.3421,85.3728,23.723000000000003,2.373,23.6934,10.7527
DNAH5,463.5658,271.4095,259.9685,436.9694,193.6469,166.7785,469.4236,176.9018,1613.3434,63.1695,233.0461,329.4851,46.8756,107.9248,436.0555,199.2032,111.0236,49.8339,322.9965,117.1275
DNAH6,65.9743,38.6348,23.2115,32.7847,10.3849,16.442999999999998,0.6387,15.8379,25.7771,1.9879,75.3091,173.3172,11.8536,40.4718,133.7442,51.7928,23.2485,18.9843,35.1916,11.1367
DNAH7,48.1717,62.4596,28.1854,7.6577,25.0458,1.3423,8.9414,22.5489,58.3776,3.7548,37.8419,158.3572,7.0044,23.1267,144.8382,36.4257,39.8546,8.0683,25.4355,9.9846
DNAH8,1.0472,1.2878,0.3316,11.2473,2.4435,4.3624,1.916,0.0,2.2745,2.2087,6.3694,4.7434,3.7716,9.6361,1.5408,6.8298,0.4745,3.7969,2.0906,3.4562
DNAH9,170.6955,118.1581,12.6005,1.1965,10.3849,1.3423,0.0,1.3422,6.0652,7.9514,381.4163,703.8502,29.0952,95.3978,524.8074,246.4428,83.9794,16.6113,101.7422,18.8172
DNAI1,81.6825,42.8202,7.9582,8.6149,3.0544,1.6779,0.0,3.2213,12.8886,0.8835,118.3964,288.2538,10.776,16.3814,150.6934,88.7877,17.0806,0.9492,21.9512,1.1521
DNAI2,54.9228,33.139,1.9896,0.0,0.0,0.3356,0.0,1.7985,0.7582,0.4417,161.0004,321.7095,9.6715,31.7896,127.0817,80.1366,19.4529,0.4746,23.2753,1.9201
DNAJA1,4048.5208,2905.3375,2670.9774,3765.6901,3425.1679999999997,5396.6443,7520.9963,4346.0404,4123.5785,3638.2109,3161.4837,4319.429,4306.0867,3516.2273,3305.0847,2979.5105,3273.7728,4022.7812,2385.7143,4137.0968
DNAJA2,1556.8549,2521.2431,1867.1972,1318.0873,1597.4343,1544.2953,1474.0539999999999,2048.1957,1561.7892,1591.386,1724.9906,1969.6129,1981.7051,1930.1187,1528.1972,1396.1298,1305.239,1149.5017,1345.6446,1481.1828
DNAJA3,1681.4731,929.1671,1251.0984,1047.195,1271.8387,1587.5839,1781.8937,2524.4079,730.0986,1893.3186,1018.3589,786.3127,908.955,923.1422,789.8305,956.7445,692.7113,669.6725,708.7108,766.5131
DNAJA4,1087.0058,666.1285,486.7778,818.4202,447.1594,741.9463,464.3142,424.4033,189.5375,843.291,793.181,1285.8310000000001,359.3794,373.8822,798.4592,745.5891,366.7574,279.0698,372.4739,372.5038
DNAJB11,1754.0798,1122.3411,1101.8818,2969.5252,1017.7153,1869.7987,2385.4383,1231.6018,2539.8029,3835.0083,904.8333,1010.3479,1193.98,1432.8939,788.9060000000001,919.7496,873.4805,840.057,1049.1289,998.0799
DNAJB12,1168.6884,999.0317,1217.9392,929.2180000000001,1452.6573,1213.0872,1112.5659,1587.5529999999999,1396.5125,917.5041,1585.2379,1879.4879999999998,1323.8307,1299.9152,1410.1695,1484.9175,1469.8765,1543.9013,1535.1916,1572.1966
DNAJB1,5053.4951,2656.143,5549.5316,2010.3942,1452.6573,3210.0671,3143.5414,2168.7252,1093.2525,3080.7289,3506.9314,4309.2124,3477.4128,3703.1684,4826.5023,3125.7826,3209.2463,7411.4855,2851.5679,4474.2704
DNAJB13,126.3636,47.0057,16.9112,37.3314,31.1546,17.7852,51.0937,2.6844,213.7983,2.8713,71.1877,152.5191,4.3104,6.7453,46.5331,31.3034,8.0658,4.7461,8.7108,1.9201
DNAJB14,354.6557,153.2514,467.87699999999995,236.4325,419.6701,234.2282,162.2226,281.3249,492.7976,351.1872,315.8486,341.8909,427.2681,473.1344,318.0277,247.5811,296.5374,234.9312,294.0767,323.7327
DNAJB2,2158.6526,1292.3343,1914.2833,2499.7712,2585.8277,2186.2416,1345.681,1212.0057,2557.9985,1449.1441,2152.8662,1899.9212,1767.2628,1419.4033,2392.604,2190.6659,2177.2961,2551.0204,2059.5819,1627.8802
DNAJB3,0.0,0.0,0.0,0.2393,0.0,4.3624,0.0,8.3216,0.0,2.4296,0.0,0.3649,0.0,0.0,0.3082,0.0,0.0,0.0,0.0,0.0
DNAJB4,248.5383,99.1627,248.0312,287.6436,164.325,225.8389,114.3222,348.1664,175.1327,244.0641,745.5976,525.0598,1191.286,662.9664,1093.0663,401.2521,710.2664,1009.4922,563.0662,306.4516
DNAJB5,116.2405,179.3299,162.8119,220.1598,116.6768,149.3289,324.4452,144.1522,119.0296,454.9972,262.6452,326.5661,441.2769,268.8483,429.584,221.4001,362.9618,372.093,332.7526,437.02
DNAJB6,1320.8831,1831.9338,1790.2678,1651.4379,1332.9261,1040.9396,1998.4033,1905.9226,1330.5534,1629.376,1432.3717,1568.2468,2033.9686,1738.3595,1457.0108,1309.6187,1495.4974,1503.5596,1378.7456,1368.2796
DNAJB7,2.7926,1.8319,1.4855,5.7912,2.5168,0.3826,0.0,0.298,4.9507,2.6858,0.4046,4.769,0.5873,0.0,3.1032,3.6881,2.1113,1.0252,0.3868,1.2366
DNAJB8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB9,1709.3987,1107.2092,1174.1689,1757.2104,809.4075,1339.9329,1569.2160000000001,768.0063,1410.9174,764.4395,1782.6901,1549.638,2359.9424,2189.3309,1114.3297,1244.1662,933.7369,1039.3925,786.7596,1089.0937
DNAJC10,2218.6927,2168.3785,3032.0816,4708.0699,1397.6787,3462.4161,2089.0947,3939.8909999999996,4481.4253,1849.1441,1192.2068,1308.8184,1639.5673,1423.2578,1445.9168,1550.3699,1527.2862,1258.187,1611.1498,1456.2212
DNAJC11,506.306,852.7024,805.4514,1088.5156,1086.6585,745.4664,995.7145,1064.0202,796.0576,1481.6808,780.6182,741.6114,560.023,743.6787,940.4099,942.3051,852.8321,847.8689999999999,893.3171,883.245
DNAJC12,490.4442,38.9568,74.2767,422.8504,92.2419,1490.9396,1649.05,166.9696,3764.9735,77.3054,21.3563,48.1639,15.0864,23.1267,12.6348,6.2607,17.0806,12.8144,9.4077,3.8402
DNAJC13,1045.4664,833.546,1625.1347,1382.9387,1158.2162,1174.4966,706.3707,764.5166,1455.6482,1962.4517,869.2394,844.3283,730.6123,953.0142,1096.1479,978.9414,1162.901,986.2364,1080.1394,1044.5469
DNAJC14,1056.3435,1025.6833,1174.484,1354.7822,1303.4637,1335.6946,1270.2411,1628.4417,1546.4443,1305.2236,1165.8524,1062.2628,1051.489,1065.3812,1194.0894,1145.0541,1157.701,974.5467,1085.993,1216.4977
DNAJC15,475.0851,548.2923,757.3572,1445.8757,414.1723,529.1946,1058.2788,393.2643,1388.1729,66.9244,920.1948,483.8286,1038.8057,1185.2451,515.5624,807.6266,753.4422,521.1201,358.1882,357.9109
DNAJC16,578.0609,492.2718,440.0232,603.5251,740.3787,369.1275,321.2518,676.7367,445.0341,485.2568,384.4136,474.7066,341.599,419.1721,597.2265,562.3221,541.8331,392.9758,433.101,533.0261
DNAJC1,282.7472,496.7792,460.2504,623.148,455.1008,650.6711,776.6246,1094.4291,1125.0948,714.9641,720.4946,781.2044,1061.9741,821.9627,672.1109,705.1793,764.3548,858.0921,700.3484,665.1306
DNAJC17,194.4323,188.9886,253.9998,173.1701,215.33900000000003,152.0134,132.8437,228.9792,191.812,161.4578,238.2915,285.6997,237.6106,185.9775,219.1063,231.0757,178.3969,208.8277,242.5087,180.1075
DNAJC18,116.9387,77.9135,200.945,114.6267,94.0745,112.4161,260.578,87.2429,48.5216,149.7515,165.6051,169.6684,198.2783,164.778,229.584,128.6283,216.3537,204.5562,181.1847,198.1567
DNAJC19,288.6814,210.2377,317.0024,363.9816,334.1478,489.2617,294.4276,488.292,467.0205,1386.8581,598.3514,502.8023,687.5083,621.531,383.6672,357.9966,292.2673,332.2259,333.101,235.023
DNAJC21,1738.3716,1000.3195,806.4329,856.4696,1112.4007,1266.7785,791.3141,1160.4653,2572.4033,900.2761,1090.296,1032.2406,970.9169,1078.2839999999999,973.8059,981.2180000000001,1071.8048,1082.5819,990.5923,1163.2104
DNAJC2,524.3355,379.1749,628.1688,351.5522,514.1662,385.5369,390.6243,2629.8564,585.3374,517.9194,243.7767,352.9978,252.1582,359.2256,322.0832,319.7666,313.4614,245.3441,331.0767,469.7849
DNAJC22,225.8487,25.4346,116.0574,62.937,16.4936,98.9933,133.4824,41.3397,67.4754,337.0514,5.2454,12.4059,8.6208,2.8908,6.7797,2.8458,9.9637,1.4238,6.6202,5.3763
DNAJC24,220.7767,182.3498,242.4538,194.3389,187.97799999999998,216.0537,127.0893,255.1467,273.8135,303.6378,246.3807,221.03599999999997,324.0233,301.3703,238.8351,248.7536,249.675,174.84099999999998,209.78400000000002,167.5192
DNAJC25,154.9873,223.438,131.3106,178.9995,182.0403,150.6409,135.3153,272.9764,477.6346,227.4986,177.2124,229.5084,168.6281,294.8659,135.2789,158.7934,151.8271,93.4979,132.3728,171.275
DNAJC25-GNG10,0.0,0.0,0.0,0.0,0.0,0.8557,1.7947,1.4979,0.0,0.0,2.5553,0.0,1.3524,0.0,0.7889,0.0,0.0,0.0,1.7247,0.0
DNAJC27,144.5152,104.314,69.6344,107.4476,131.9487,114.4295,96.4394,34.0919,177.4071,128.106,140.8767,178.7904,132.0059,159.9599,166.4099,135.4582,143.2869,171.3336,146.3415,127.8802
DNAJC28,23.0387,13.2002,10.2794,24.409000000000002,56.2004,16.7785,9.5801,8.0532,13.6467,23.8542,23.979,25.5415,21.552,26.0176,26.8105,25.0427,24.1975,14.7129,16.0279,18.0492
DNAJC30,232.8301,133.612,495.0676,264.4311,398.9004,297.651,351.908,608.0161,412.4337,395.8034,384.039,286.0646,397.6341,427.8446,308.7827,365.9647,305.5521,263.4077,297.9094,294.9309
DNAJC3,2037.1760000000002,3774.9426,1699.4114,3724.5298,3024.4349,1502.349,2947.4693,2637.1526,5575.4359,6170.0718,2282.1281,2138.1867,2461.7755,2874.4604,2189.5223,2106.4314,2146.9307,2126.7205,2292.3345,2598.6943
DNAJC4,490.8072,645.2206,424.5611,489.9896,605.73,396.0604,487.7535,767.3808,959.8484,1031.5384,922.6377,649.684,674.5718,707.4083,694.1572,810.7342,661.5109,647.6602,677.439,531.0445
DNAJC5,2650.4931,2043.4593,3874.9896,1989.0961,2588.8821,3052.349,2949.3853,2723.8587,4635.3298,2546.4384,2144.6235,2264.0697,1487.6258,2463.9608,2496.4561,2882.1855,2559.7108,2445.1827,2822.6481,3477.3425
DNAJC5B,44.681000000000004,14.4881,46.0914,150.7616,50.0916,79.8658,19.1601,12.6167,3.7908,2.4296,294.1176,293.72700000000003,50.1084,266.9211,45.9168,105.2931,78.2859,55.0546,103.1359,83.7174
DNAJC5G,2.0944,0.322,0.0,0.2393,0.0,1.0067,0.0,0.0,0.0,0.4417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC6,219.2163,43.7861,256.4337,45.2285,95.9071,199.8423,203.0976,147.3735,169.8256,189.7692,171.5999,176.2362,117.4583,62.6349,108.7827,80.8196,114.3448,100.617,114.2857,84.4854
DNAJC7,1606.0599,1617.8358,1777.1201,1231.1744,1456.9762,1103.3389,1304.3525,2041.0337,882.0394,1457.9415,1026.7478,1151.855,1035.1365,1408.3507,1172.6656,1296.6192,1191.9902,1042.5866,1160.9582,1387.4539
DNAJC8,1814.1199,1709.5902,1642.3775,1961.3368,1752.5962,2329.1946,1831.0714,2069.9393,1329.0371,3989.8399,2369.4268,2383.3849,2938.6132,2962.1492,1868.7211,1986.9095,1756.4503,1627.9070000000002,1762.0209,1726.5745
DNAJC9,588.526,567.4391,1473.9518,636.2092,369.8228,893.7752,969.6184,885.1212,547.21,652.9255,389.7302,388.0809,383.8301,384.8578,393.6487,544.7638,363.8632,265.439,329.0209,352.1006
DNAL1,328.1264,379.587,321.9763,578.1588,431.2767,337.2483,547.9802,273.0033,388.931,284.7046,477.3323,648.3887,394.4013,453.8622,569.7997,386.4542,416.1013,406.2648,383.2753,368.2796
DNAL4,307.8803,514.8088,803.7802,720.7841,576.0538,539.9329,445.7928,393.8012,513.2676,830.9221,742.2256,657.1458,521.558,538.6602,635.4391,531.0188,522.3803,519.2216,537.2822,327.957
